"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00026471","PHANTOM RANCH, AZ US","1966-08-23",,,"0.00","0.0","0.0","106","79","99",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-08-24",,,"0.00","0.0","0.0","108","76","101",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-08-25",,,"0.00","0.0","0.0","109","76","103",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-08-26",,,"0.00","0.0","0.0","106","79","100",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-08-27",,,"0.00","0.0","0.0","106","79","102",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-08-28",,,"0.00","0.0","0.0","107","78","105",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-08-29",,,"0.00","0.0","0.0","105","76","100",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-08-30",,,"0.00","0.0","0.0","100","79","92",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-08-31",,,"0.37","0.0","0.0","94","66","68",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-01",,,"0.11","0.0","0.0","87","65","80",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-02",,,"0.00","0.0","0.0","97","66","90",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-03",,,"0.00","0.0","0.0","98","69","95",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-04",,,"0.00","0.0","0.0","102","71","99",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-05",,,"0.00","0.0","0.0","102","74","95",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-06",,,"0.00","0.0","0.0","101","71","96",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-07",,,"0.00","0.0","0.0","104","73","98",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-08",,,"0.00","0.0","0.0","106","74","103",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-09",,,"0.00","0.0","0.0","107","75","102",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-10",,,"0.00","0.0","0.0","102","77","94",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-11",,,"0.00","0.0","0.0","98","73","90",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-12",,,"0.00","0.0","0.0","97","70","92",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-13",,,"0.00","0.0","0.0","98","79","91",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-14",,,"0.00","0.0","0.0","95","70","90",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-15",,,"0.00","0.0","0.0","96","69","91",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-16",,,"0.00","0.0","0.0","99","66","96",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-17",,,"0.00","0.0","0.0","104","70","102",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-18",,,"0.00","0.0","0.0","104","72","101",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-19",,,"0.00","0.0","0.0","105","65","91",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-20",,,"0.00","0.0","0.0","106","71","89",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-21",,,"0.00","0.0","0.0","105","79","99",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-22",,,"0.00","0.0","0.0","103","73","94",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-23",,,"0.00","0.0","0.0","97","74","88",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-24",,,"0.00","0.0","0.0","102","72","97",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-25",,,"0.00","0.0","0.0","103","73","95",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-26",,,"0.00","0.0","0.0","101","71","92",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-27",,,"0.00","0.0","0.0","94","62","79",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-28",,,"0.00","0.0","0.0","101","66","93",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-29",,,"0.00","0.0","0.0","97","67","91",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-09-30",,,"0.00","0.0","0.0","98","65","90",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-01",,,"0.15","0.0","0.0","96","72","81",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-02",,,"0.00","0.0","0.0","89","67","85",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-03",,,"0.00","0.0","0.0","89","64","73",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-04",,,"0.00","0.0","0.0","81","63","74",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-05",,,"1.03","0.0","0.0","74","58","67",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-06",,,"0.00","0.0","0.0","81","58","70",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-07",,,"0.00","0.0","0.0","86","59","79",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-08",,,"0.00","0.0","0.0","91","59","80",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-09",,,"0.00","0.0","0.0","93","60","84",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-10",,,"0.00","0.0","0.0","91","61","84",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-11",,,"0.00","0.0","0.0","87","66","83",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-12",,,"0.00","0.0","0.0","94","61","84",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-13",,,"0.00","0.0","0.0","87","58","65",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-14",,,"0.00","0.0","0.0","76","48","69",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-15",,,"0.00","0.0","0.0","77","59","70",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-16",,,"0.00","0.0","0.0","75","50","66",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-17",,,"0.00","0.0","0.0","82","52","73",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-18",,,"0.00","0.0","0.0","92","53","75",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-19",,,"0.00","0.0","0.0","87","54","72",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-20",,,"0.00","0.0","0.0","88","55","74",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-21",,,"0.00","0.0","0.0","90","58","80",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-22",,,"0.00","0.0","0.0","86","58","79",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-23",,,"0.00","0.0","0.0","83","57","73",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-24",,,"0.00","0.0","0.0","88","63","79",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-25",,,"0.00","0.0","0.0","88","56","80",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-26",,,"0.00","0.0","0.0","88","57","82",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-27",,,"0.00","0.0","0.0","88","56","76",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-28",,,"0.00","0.0","0.0","89","57","75",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-29",,,"0.00","0.0","0.0","87","58","76",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-30",,,"0.00","0.0","0.0","87","55","71",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-10-31",,,"0.00","0.0","0.0","81","55","77",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-01",,,"0.00","0.0","0.0","86","55","76",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-02",,,"0.00","0.0","0.0","84","53","73",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-03",,,"0.00","0.0","0.0","83","52","75",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-04",,,"0.00","0.0","0.0","80","55","74",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-05",,,"0.00","0.0","0.0","80","56","67",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-06",,,"0.00","0.0","0.0","75","56","67",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-07",,,,"0.0","0.0","67","49","54",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-08","    2","0.56",,"0.0","0.0","64","49","52",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-09",,,"0.00","0.0","0.0","64","39","60",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-10",,,"0.00","0.0","0.0","63","46","59",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-11",,,"0.00","0.0","0.0","72","45","63",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-12",,,"0.00","0.0","0.0","73","47","67",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-13",,,"0.00","0.0","0.0","74","47","62",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-14",,,"0.00","0.0","0.0","76","49","65",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-15",,,"0.00","0.0","0.0","77","50","66",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-16",,,"0.00","0.0","0.0","76","54","69",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-17",,,"0.00","0.0","0.0","77","49","69",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-18",,,"0.00","0.0","0.0","75","53","69",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-19",,,"0.00","0.0","0.0","72","49","63",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-20",,,"0.00","0.0","0.0","73","51","65",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-21",,,"0.00","0.0","0.0","80","55","74",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-22",,,"0.00","0.0","0.0","76","55","68",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-23",,,"0.00","0.0","0.0","70","49","59",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-24",,,"0.00","0.0","0.0","68","44","59",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-25",,,"0.00","0.0","0.0","66","44","59",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-26",,,"0.00","0.0","0.0","65","45","59",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-27",,,"0.00","0.0","0.0","67","42","60",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-28",,,"0.00","0.0","0.0","70","50","64",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-29",,,"0.00","0.0","0.0","75","50","61",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-11-30",,,"0.00","0.0","0.0","75","46",,,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-01",,,"0.00","0.0","0.0","70","46","63",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-02",,,"0.00","0.0","0.0","73","53","70",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-03",,,"0.04","0.0","0.0","72","50","60",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-04",,,"1.02","0.0","0.0","62","50","60",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-05",,,"0.36","0.0","0.0","62","49","55",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-06",,,"0.32","0.0","0.0","69","36","63",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-07",,,"0.34","0.0","0.0","68","37","48",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-08",,,"0.00","0.0","0.0","69","36","49",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-09",,,"0.00","0.0","0.0","69","41","49",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-10",,,"0.00","0.0","0.0","68","40","48",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-11",,,"0.00","0.0","0.0","58","36","50",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-12",,,"0.00","0.0","0.0","63","39","54",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-13",,,"0.00","0.0","0.0","62","39","50",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-14",,,"0.00","0.0","0.0","62","39","55",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-15",,,"0.00","0.0","0.0","64","40","53",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-16",,,"0.00","0.0","0.0","62","42","55",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-17",,,"0.00","0.0","0.0","61","39","53",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-18",,,"0.00","0.0","0.0","63","38","54",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-19",,,"0.00","0.0","0.0","63","37","55",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-20",,,"0.00","0.0","0.0","62","37","51",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-21",,,"0.00","0.0","0.0","59","38","52",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-22",,,"0.00","0.0","0.0","59","37","52",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-23",,,"0.00","0.0","0.0","59","42","52",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-24",,,"0.00","0.0","0.0","59","42","53",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-25",,,"0.00","0.0","0.0","59","34","51",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-26",,,"0.00","0.0","0.0","54","40","43",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-27",,,"0.00","0.0","0.0","46","36","43",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-28",,,"0.00","0.0","0.0","48","31","41",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-29",,,"0.00","0.0","0.0","50","31","43",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-30",,,"0.00","0.0","0.0","44","30","37",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1966-12-31",,,"0.00","0.0","0.0","44","28","40",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-01",,,"0.00","0.0","0.0","49","29","46",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-02",,,"0.00","0.0","0.0","53","28","45",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-03",,,"0.00","0.0","0.0","50","29","44",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-04",,,"0.00","0.0","0.0","48","29","42",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-05",,,"0.00","0.0","0.0","47","32","46",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-06",,,"0.00","0.0","0.0","56","33","43",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-07",,,"0.00","0.0","0.0","50","29","44",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-08",,,"0.00","0.0","0.0","50","33","43",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-09",,,"0.00","0.0","0.0","52","31","48",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-10",,,"0.00","0.0","0.0","57","32","49",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-11",,,"0.00","0.0","0.0","59","34","52",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-12",,,"0.00","0.0","0.0","57","33","50",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-13",,,"0.00","0.0","0.0","58","35","50",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-14",,,"0.00","0.0","0.0","60","34","55",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-15",,,"0.00","0.0","0.0","65","36","59",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-16",,,"0.00","0.0","0.0","69","31","65",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-17",,,"0.00","0.0","0.0","65","40","52",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-18",,,"0.00","0.0","0.0","59","34","55",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-19",,,"0.00","0.0","0.0","56","35","53",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-20",,,"0.00","0.0","0.0","58","35","54",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-21",,,"0.00","0.0","0.0","69","46","64",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-22",,,"0.00","0.0","0.0","69","52","66",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-23",,,"0.37","0.0","0.0","66","45","55",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-24",,,"0.04","0.0","0.0","55","40","50",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-25",,,"0.35","0.0","0.0","56","41","52",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-26",,,"0.00","0.0","0.0","59","31","56",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-27",,,"0.00","0.0","0.0","62","37","60",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-28",,,"0.00","0.0","0.0","63","39","60",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-29",,,"0.00","0.0","0.0","65","40","61",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-30",,,"0.00","0.0","0.0","70","45","63",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-01-31",,,"0.00","0.0","0.0","67","54","65",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-01",,,"0.00","0.0","0.0","67","45","64",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-02",,,"0.00","0.0","0.0","67","44","62",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-03",,,"0.00","0.0","0.0","69","47","63",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-04",,,"0.00","0.0","0.0","67","41","63",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-05",,,"0.00","0.0","0.0","70","40","66",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-06",,,"0.00","0.0","0.0","67","45","64",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-07",,,"0.00","0.0","0.0","65","42","62",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-08",,,"0.00","0.0","0.0","64","39","57",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-09",,,"0.00","0.0","0.0","68","41","64",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-10",,,"0.00","0.0","0.0","74","44","72",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-11",,,"0.00","0.0","0.0","72","47","67",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-12",,,"0.00","0.0","0.0","72","42","69",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-13",,,"0.00","0.0","0.0","76","46","69",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-14",,,"0.00","0.0","0.0","69","39","60",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-15",,,"0.00","0.0","0.0","63","36","56",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-16",,,"0.00","0.0","0.0","67","40","65",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-17",,,"0.00","0.0","0.0","71","43","69",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-18",,,"0.00","0.0","0.0","71","44","68",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-19",,,"0.00","0.0","0.0","70","46","67",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-20",,,"0.00","0.0","0.0","68","41","53",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-21",,,"0.00","0.0","0.0","68","38","66",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-22",,,"0.00","0.0","0.0","70","41","69",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-23",,,"0.00","0.0","0.0","76","42","73",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-24",,,"0.00","0.0","0.0","73","44","68",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-25",,,"0.00","0.0","0.0","73","50","71",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-26",,,"0.00","0.0","0.0","72","49","64",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-27",,,"0.00","0.0","0.0","71","45","70",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-02-28",,,"0.00","0.0","0.0","79","45","76",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-01",,,"0.00","0.0","0.0","83","48","78",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-02",,,"0.00","0.0","0.0","86","52","82",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-03",,,"0.00","0.0","0.0","83","57","74",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-04",,,"0.00","0.0","0.0","74","39","60",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-05",,,"0.00","0.0","0.0","63","39","58",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-06",,,"0.00","0.0","0.0","66","39","63",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-07",,,"0.00","0.0","0.0","72","45","69",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-08",,,"0.00","0.0","0.0","76","44","72",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-09",,,"0.00","0.0","0.0","78","45","74",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-10",,,"0.00","0.0","0.0","75","51","70",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-11",,,"0.00","0.0","0.0","76","57","73",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-12",,,"0.00","0.0","0.0","78","50","74",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-13",,,"0.00","0.0","0.0","76","52","69",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-14",,,"0.00","0.0","0.0","73","54","69",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-15",,,"0.00","0.0","0.0","81","51","78",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-16",,,"0.00","0.0","0.0","85","52","78",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-17",,,"0.00","0.0","0.0","84","55","80",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-18",,,"0.00","0.0","0.0","83","54","82",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-19",,,"0.00","0.0","0.0","82","55","71",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-20",,,"0.00","0.0","0.0","81","54","78",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-21",,,"0.00","0.0","0.0","83","53","79",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-22",,,"0.00","0.0","0.0","86","53","84",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-23",,,"0.00","0.0","0.0","85","55","82",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-24",,,"0.00","0.0","0.0","83","54","74",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-25",,,"0.00","0.0","0.0","77","55","73",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-26",,,"0.00","0.0","0.0","78","55","75",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-27",,,"0.00","0.0","0.0","80","61","76",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-28",,,"0.00","0.0","0.0","83","60","80",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-29",,,"0.35","0.0","0.0","81","49","53",,,,,,
"USC00026471","PHANTOM RANCH, AZ US","1967-03-30",,,"0.02","0.0","0.0","60","41","58",,,,,,
